tool,test_time,seed,curve,oracle,iteration,error,ir_generation_seed,ir_generation_time,ir_rewrite_seed,ir_rewrite_time,ir_rewrite_rules,c1_node_size,c1_assignments,c1_assertions,c1_assumptions,c1_input_signals,c1_output_signals,c2_node_size,c2_assignments,c2_assertions,c2_assumptions,c2_input_signals,c2_output_signals,circom_c1_compilation,circom_c1_compilation_time,circom_c1_compilation_optimization,circom_c2_compilation,circom_c2_compilation_time,circom_c2_compilation_optimization,circom_c1_cpp_witness_preparation,circom_c1_cpp_witness_preparation_time,circom_c1_cpp_witness_generation,circom_c1_cpp_witness_generation_time,circom_c1_js_witness_generation,circom_c1_js_witness_generation_time,circom_c1_snarkjs_witness_check,circom_c1_snarkjs_witness_check_time,circom_c2_cpp_witness_preparation,circom_c2_cpp_witness_preparation_time,circom_c2_cpp_witness_generation,circom_c2_cpp_witness_generation_time,circom_c2_js_witness_generation,circom_c2_js_witness_generation_time,circom_c2_snarkjs_witness_check,circom_c2_snarkjs_witness_check_time,circom_proof_system,circom_c1_zkey_generation,circom_c1_zkey_generation_time,circom_c1_proof_generation,circom_c1_proof_generation_time,circom_c2_zkey_generation,circom_c2_zkey_generation_time,circom_c2_proof_generation,circom_c2_proof_generation_time,circom_c1_vkey_generation,circom_c1_vkey_generation_time,circom_c1_verification,circom_c1_verification_time,circom_c2_vkey_generation,circom_c2_vkey_generation_time,circom_c2_verification,circom_c2_verification_time,circom_c1_ignored_error,circom_c2_ignored_error,corset_rust_check,corset_rust_check_time,corset_rust_compile,corset_rust_compile_time,corset_go_compile,corset_go_compile_time,corset_wizard_compile,corset_wizard_compile_time,corset_wizard_prove,corset_wizard_prove_time,corset_wizard_verify,corset_wizard_verify_time,corset_go_custom_cli,corset_go_custom_cli_time,corset_expansions,corset_native,corset_auto_constraints,corset_guard_variable,corset_timeout,corset_out_of_memory,corset_error_references,corset_ignored_error,gnark_c1_compile,gnark_c1_compile_time,gnark_c2_compile,gnark_c2_compile_time,gnark_c1_new_witness,gnark_c1_new_witness_time,gnark_c2_new_witness,gnark_c2_new_witness_time,gnark_c1_witness_solved,gnark_c1_witness_solved_time,gnark_c2_witness_solved,gnark_c2_witness_solved_time,gnark_c1_witness_write,gnark_c1_witness_write_time,gnark_c2_witness_write,gnark_c2_witness_write_time,gnark_c1_new_srs,gnark_c2_new_srs,gnark_c1_proof_setup,gnark_c1_proof_setup_time,gnark_c2_proof_setup,gnark_c2_proof_setup_time,gnark_c1_prove,gnark_c1_prove_time,gnark_c2_prove,gnark_c2_prove_time,gnark_c1_witness_public,gnark_c1_witness_public_time,gnark_c2_witness_public,gnark_c2_witness_public_time,gnark_c1_verify,gnark_c1_verify_time,gnark_c2_verify,gnark_c2_verify_time,gnark_cs_engine,gnark_proof_system,gnark_go_test_time,gnark_go_timeout,gnark_go_ignored_compiler_error,noir_c1_execute,noir_c1_execute_time,noir_c2_execute,noir_c2_execute_time,noir_c1_vk,noir_c1_vk_time,noir_c2_vk,noir_c2_vk_time,noir_c1_bb_prove,noir_c1_bb_prove_time,noir_c2_bb_prove,noir_c2_bb_prove_time,noir_c1_bb_verify,noir_c1_bb_verify_time,noir_c2_bb_verify,noir_c2_bb_verify_time,noir_c1_ignored_error,noir_c2_ignored_error,mina_c1_ts_compile,mina_c1_ts_compile_time,mina_c2_ts_compile,mina_c2_ts_compile_time,mina_c1_zk_compile,mina_c1_zk_compile_time,mina_c2_zk_compile,mina_c2_zk_compile_time,mina_c1_prove,mina_c1_prove_time,mina_c2_prove,mina_c2_prove_time,mina_c1_verify,mina_c1_verify_time,mina_c2_verify,mina_c2_verify_time,mina_c1_ignored_error,mina_c2_ignored_error,cycle,explore_time,is_fixed
mina,7.127323865890503,0.3721817452086498,pallas,equal,0,c1 ZK compile failed: Bool.assertTrue(): false != true,6651664475,0.00044274330139160156,7890613675,0.0008533000946044922,idem-and-rev|idem-and-rev|comm-and,20,2,2,0,2,2,27,2,2,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2.0804061889648438,True,2.0222041606903076,False,,,,,,,,,,,,,,59,6470.460777521133,
mina,6.849429368972778,0.07394364368532946,pallas,equal,0,c1 ZK compile failed: Bool.assertTrue(): false != true,8530266749,0.0003662109375,3980122089,0.005978584289550781,idem-and-rev|idem-and-rev|assoc-and|assoc-and-rev|comm-or|idem-or-rev|comm-or|idem-or-rev|idem-and-rev|assoc-and|idem-or-rev|assoc-and-rev|assoc-and-rev|comm-and|assoc-or|idem-or|assoc-and-rev|comm-and|idem-or|idem-and-rev|comm-or|assoc-or|comm-or|idem-or|idem-and|assoc-and-rev|comm-or|idem-or|double-neg-rev|double-neg-rev,6,0,2,0,2,0,20,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2.0363759994506836,True,1.8204171657562256,False,,,,,,,,,,,,,,62,6686.299656152725,
mina,6.96751594543457,0.19382971079728695,pallas,equal,0,c1 ZK compile failed: Bool.assertTrue(): false != true,6390064712,0.0005450248718261719,5353632895,0.025536298751831055,idem-and-rev|idem-or-rev|assoc-or-rev|comm-and|idem-or-rev|demorgan-or-rev|idem-and-rev|comm-or|idem-or|assoc-or|idem-or|assoc-or|assoc-or-rev|assoc-or-rev|demorgan-or-rev|idem-and-rev|demorgan-or|idem-or|idem-and-rev|comm-or|idem-and|idem-and|idem-or-rev|comm-and|idem-or-rev|double-neg-rev|assoc-or-rev|comm-and|idem-and-rev|idem-or|comm-or|comm-and|comm-and|comm-or|idem-or-rev|comm-and|assoc-or|double-neg-rev|idem-and-rev|idem-or-rev|idem-or-rev|double-neg-rev|idem-and-rev|assoc-or-rev|idem-or|idem-and|comm-and,32,2,2,0,1,2,110,2,2,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2.130182981491089,True,1.8727521896362305,False,,,,,,,,,,,,,,65,6941.755004167557,
mina,7.21284556388855,0.9073215229089756,pallas,equal,0,c1 ZK compile failed: Bool.assertTrue(): false != true,3070701279,0.0004024505615234375,6284946434,0.0047338008880615234,idem-and-rev|comm-and|comm-and|idem-or-rev|idem-and-rev|comm-and|comm-or|comm-and|comm-or|idem-and|comm-or|idem-or|comm-and|double-neg-rev|double-neg|double-neg-rev|double-neg-rev|idem-or-rev|idem-or-rev|comm-or|double-neg|idem-or-rev|idem-or|double-neg|double-neg|double-neg|comm-and|comm-or|double-neg-rev|comm-or|double-neg-rev|double-neg-rev|demorgan-or,10,2,2,0,2,2,26,2,2,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2.1338069438934326,True,1.9291489124298096,False,,,,,,,,,,,,,,72,7731.640134572983,
mina,7.127924680709839,0.7496531690169947,pallas,equal,0,c1 ZK compile failed: Bool.assertTrue(): false != true,9302510286,0.0003943443298339844,3578645501,0.015724658966064453,double-neg-rev|idem-or-rev|double-neg-rev|idem-and-rev|comm-and|double-neg|idem-or-rev|idem-and|idem-or|double-neg-rev|double-neg-rev|idem-and-rev|demorgan-or|idem-and|comm-and|comm-or|comm-or|comm-and|idem-or-rev|comm-or|comm-and|idem-or-rev|idem-or-rev|assoc-or|comm-or|comm-or|idem-and-rev|comm-and|double-neg|comm-and|double-neg-rev|idem-or|idem-or|demorgan-or-rev|double-neg-rev|assoc-or-rev|idem-and-rev|idem-or-rev|double-neg-rev,37,2,2,0,1,2,74,2,2,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1.9314169883728027,True,2.045288562774658,False,,,,,,,,,,,,,,73,7738.771356582642,
mina,7.1185948848724365,0.8159632721233907,pallas,equal,0,c1 ZK compile failed: Bool.assertTrue(): false != true,5173053567,0.000499725341796875,6377400665,0.03226780891418457,idem-or|assoc-and-rev|idem-and-rev|idem-and|assoc-and|comm-and|idem-or-rev|assoc-and|idem-or-rev|idem-or-rev|demorgan-or|demorgan-or-rev|idem-and-rev|assoc-and-rev|comm-and|demorgan-or|idem-or-rev|demorgan-or-rev|double-neg-rev|idem-or-rev|double-neg|double-neg-rev|comm-and|assoc-or-rev|double-neg|comm-and|idem-or-rev|assoc-and-rev|assoc-and|idem-or-rev|comm-or|idem-or|assoc-and-rev|double-neg-rev|double-neg-rev|double-neg-rev|idem-or-rev|assoc-or-rev|double-neg-rev|idem-and-rev|assoc-and-rev|double-neg-rev|double-neg-rev|comm-or|idem-or-rev|double-neg-rev|assoc-and|double-neg-rev|demorgan-and|double-neg-rev|demorgan-and,20,1,2,0,2,1,147,1,2,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2.066037893295288,True,1.9574859142303467,False,,,,,,,,,,,,,,76,7946.218318223953,
mina,7.006545305252075,0.5017571436291232,pallas,equal,0,c1 ZK compile failed: Bool.assertTrue(): false != true,3250608276,0.0005135536193847656,7187336930,0.014625072479248047,comm-and|assoc-or-rev|comm-or|double-neg-rev|double-neg|comm-or|comm-or|assoc-or|comm-or|double-neg-rev|demorgan-or|comm-and|comm-or|assoc-or|idem-and-rev|idem-and-rev|idem-or-rev|assoc-or-rev|double-neg|assoc-and-rev|assoc-or-rev|double-neg-rev|assoc-and|idem-and-rev|assoc-or-rev|comm-and|idem-and|demorgan-and|idem-and-rev|idem-or|comm-or|idem-and-rev|assoc-or|comm-or|assoc-and-rev,31,2,2,0,2,2,56,2,2,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2.0597851276397705,True,1.9910829067230225,False,,,,,,,,,,,,,,78,8098.914129018784,
mina,7.194189786911011,0.6213082564973376,pallas,equal,0,c1 ZK compile failed: Bool.assertTrue(): false != true,5359327653,0.0005524158477783203,6987686359,0.01779460906982422,assoc-or-rev|comm-and|comm-and|comm-or|comm-and|double-neg|idem-and|demorgan-or|comm-or|idem-or-rev|comm-or|idem-and-rev|idem-and-rev|comm-and|comm-or|demorgan-and|double-neg-rev|idem-and|comm-or|double-neg-rev|comm-or|comm-and|double-neg-rev|comm-or|demorgan-or-rev|double-neg|demorgan-and-rev|demorgan-or|comm-or|double-neg-rev|comm-and|demorgan-and|comm-or|demorgan-or|double-neg|comm-or|comm-and|comm-or|demorgan-or,40,2,1,0,1,2,62,2,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2.094407558441162,True,2.0407490730285645,False,,,,,,,,,,,,,,89,9432.359960079193,
mina,7.328571319580078,0.2791081592712982,pallas,equal,0,c1 ZK compile failed: Bool.assertTrue(): false != true,3458057363,0.00041365623474121094,7411354898,0.048482656478881836,idem-or-rev|assoc-or-rev|assoc-or|assoc-or-rev|comm-or|idem-and-rev|assoc-or|comm-and|comm-or|idem-or-rev|idem-or-rev|idem-or-rev|assoc-or|double-neg-rev|double-neg-rev|double-neg-rev|idem-and-rev|idem-and-rev|idem-and-rev|assoc-or|idem-or|idem-or-rev|assoc-and|demorgan-or-rev|comm-and|idem-or-rev|idem-or|comm-and|idem-or-rev|assoc-or-rev|demorgan-and-rev|double-neg|idem-or-rev|assoc-and-rev|comm-and|demorgan-and|assoc-or|idem-and|comm-and|assoc-or|idem-or-rev|double-neg-rev|double-neg-rev|demorgan-and-rev|double-neg-rev|demorgan-or|assoc-or-rev|double-neg|demorgan-or-rev|idem-or-rev|demorgan-and-rev|comm-or|idem-or-rev|idem-or|demorgan-or|idem-and|demorgan-or-rev|demorgan-and|demorgan-or|double-neg|assoc-or-rev,13,0,2,0,1,0,84,0,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2.1260178089141846,True,1.8496873378753662,False,,,,,,,,,,,,,,103,11043.962584733963,
mina,7.401854038238525,0.1347453750890607,pallas,equal,0,c1 ZK compile failed: Bool.assertTrue(): false != true,7230042112,0.0005333423614501953,1247718363,0.01897120475769043,demorgan-or|idem-and-rev|double-neg-rev|demorgan-or-rev|demorgan-and-rev|idem-or-rev|double-neg-rev|idem-or|comm-and|double-neg|idem-and-rev|demorgan-or|assoc-and|comm-or|demorgan-and|demorgan-or-rev|assoc-and-rev|assoc-and-rev|assoc-and-rev|idem-or|comm-or|assoc-and|idem-or-rev|assoc-and|idem-or-rev|demorgan-or-rev|idem-or|double-neg-rev|idem-or-rev|idem-and-rev|comm-and|demorgan-or-rev|assoc-and-rev|assoc-and|assoc-and|comm-or|idem-or-rev|demorgan-or|double-neg-rev|assoc-and-rev|idem-or,35,2,1,0,2,2,67,2,1,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2.25775408744812,True,1.9703609943389893,False,,,,,,,,,,,,,,107,11439.728789329529,
